Kod stacji;Nazwa_stacji;Rok;Miesiąc;Dzień;zachmurzenie;prędkosc_wiatru;srednia_temp;cisnienie_pary_wodnej;wilgotnosc_wzgl;cisnienie_na_poziomie_stacji;cisnienie_na_poziomie_morza;suma_opadu_dzien;suma_opadu_noc
351160424;WROCŁAW;1969;7;3;5,5;2,6;20,9;18;73,9;1003,1;1017,6;0;0
351160424;WROCŁAW;1969;7;4;5,4;1,8;17,8;17;84,3;1005,5;1020,2;0;0
351160424;WROCŁAW;1969;7;5;3,4;1,4;18,8;17,3;81,4;1003,5;1018,1;0;0
351160424;WROCŁAW;1969;7;6;7;1,4;19,9;20,3;88;1000,6;1015,1;2;0
351160424;WROCŁAW;1969;7;7;5,3;4,5;21,2;18,3;76;995,3;1009,7;0;21,9
351160424;WROCŁAW;1969;7;8;8;3,3;13,8;12,2;78;999,8;1014,6;0;0
351160424;WROCŁAW;1969;7;9;5,5;2,1;13,8;11,7;75,6;1001;1015,8;0;0
351160424;WROCŁAW;1969;7;10;5,3;1,9;13,3;11,7;77,8;1005,3;1020,2;0;0
351160424;WROCŁAW;1969;7;11;3,5;2,8;12,9;11,3;78;1006,8;1021,8;0,2;0
351160424;WROCŁAW;1969;7;12;5,4;4,3;14,9;12;72,9;1005,5;1020,3;0;0
351160424;WROCŁAW;1969;7;13;7,8;6,6;14,2;14;86;1005,4;1020,3;1;1
351160424;WROCŁAW;1969;7;14;3,8;4,8;16,3;13,4;74,4;1009,1;1024;0;0
351160424;WROCŁAW;1969;7;15;1;1,6;17,2;12,3;67;1012,3;1027,1;0;0
351160424;WROCŁAW;1969;7;16;0;1,5;19,7;15,8;71,6;1010,6;1025,3;0;0
351160424;WROCŁAW;1969;7;17;2,1;2,1;22,9;16,4;62,6;1006,1;1020,6;0;0
351160424;WROCŁAW;1969;7;18;5,1;4,3;19,5;16;71,6;1007,5;1022,1;0;0
351160424;WROCŁAW;1969;7;19;4,3;2,4;17;12,5;68;1009,1;1023,9;0;0
351160424;WROCŁAW;1969;7;20;6,6;4,1;18,3;14,9;71,4;1002,9;1017,6;0,1;0
351160424;WROCŁAW;1969;7;21;6,9;3;17,1;13,9;72;1004,5;1019,3;0;0
351160424;WROCŁAW;1969;7;22;5,9;3,3;20,4;17,8;74,3;1005;1019,5;0;0
351160424;WROCŁAW;1969;7;23;4;1,5;21,4;18;73,6;1006,8;1021,3;0;0
351160424;WROCŁAW;1969;7;24;0,4;2,6;22;18,4;71,9;1006,9;1021,4;0;0
351160424;WROCŁAW;1969;7;25;1,3;2,9;24,3;18,1;64;1005,5;1019,9;0;0
351160424;WROCŁAW;1969;7;26;1,9;1,8;23,6;22;77;1006,2;1020,6;0;0
351160424;WROCŁAW;1969;7;27;2,5;1,5;23,9;21,8;76,5;1007,1;1021,6;0;0
351160424;WROCŁAW;1969;7;28;1,5;4;24,4;18,4;62,8;1006,4;1020,8;0;0
351160424;WROCŁAW;1969;7;29;0,3;6,9;22,1;15,1;58,8;1004,1;1018,6;0;0
351160424;WROCŁAW;1969;7;30;2,8;3,9;21,4;17,4;70,4;1003,3;1017,8;0;0
351160424;WROCŁAW;1969;7;31;5,3;3,4;21,9;18,2;70,5;1005,5;1019,9;0,2;0,1
351160424;WROCŁAW;1969;8;1;1,8;4,3;22;14,6;58,4;1005,8;1020,3;0;0
351160424;WROCŁAW;1969;8;2;2;3,4;22,7;14,8;56,9;1004;1018,4;0;0
351160424;WROCŁAW;1969;8;3;1,6;2,3;23,1;15,3;58,9;1002,6;1017;0;0
351160424;WROCŁAW;1969;8;4;0,3;4,5;19,2;9,4;45,8;1007,2;1021,9;0;0
351160424;WROCŁAW;1969;8;5;0;1,5;18,6;9,4;50,9;1007,5;1022,2;0;0
351160424;WROCŁAW;1969;8;6;2,1;1,3;18,7;9,5;50,4;1006,1;1020,8;0;0
351160424;WROCŁAW;1969;8;7;5,6;1,1;17,6;12,7;65,1;1005,8;1020,5;0,5;0
351160424;WROCŁAW;1969;8;8;2,6;2;20,1;13,8;63,6;1007,3;1022;0;0
351160424;WROCŁAW;1969;8;9;0,8;2,6;19,5;11,6;54,8;1006,9;1021,5;0;0
351160424;WROCŁAW;1969;8;10;4,3;2,9;16,4;9,7;53,5;1006;1020,8;0;0
351160424;WROCŁAW;1969;8;11;5,3;1,1;14,6;12,6;77;1006;1020,9;0,6;0
351160424;WROCŁAW;1969;8;12;0,8;1,6;14,9;12,2;75,9;1003,7;1018,6;0;0
351160424;WROCŁAW;1969;8;13;3,9;0,8;16,4;14,4;78,5;1001,5;1016,2;0;0,5
351160424;WROCŁAW;1969;8;14;3,6;1,5;19,3;14,7;69,5;998,6;1013,2;0;0
351160424;WROCŁAW;1969;8;15;7,1;1,5;18;17,4;84,1;992,3;1006,8;5,6;0
351160424;WROCŁAW;1969;8;16;8;2,3;16,1;17,8;97,3;991,4;1006;0;0
351160424;WROCŁAW;1969;8;17;8;2,6;16,5;17,1;91,8;995,7;1010,3;0;0,5
351160424;WROCŁAW;1969;8;18;8;2,4;14,9;16,3;96,1;1000,7;1015,5;1,2;0,2
351160424;WROCŁAW;1969;8;19;3,3;2,9;16,7;13,6;74,1;1003,5;1018,2;0;0
351160424;WROCŁAW;1969;8;20;1,9;2;17,8;14,8;75,4;999,5;1014,1;0;0
351160424;WROCŁAW;1969;8;21;5;2,6;16,8;14;73,9;993,7;1008,3;11;0
351160424;WROCŁAW;1969;8;22;4;3,4;14,3;11,4;71,8;994,6;1009,3;0;0
351160424;WROCŁAW;1969;8;23;5,8;2;13,3;12,9;85;993,9;1008,6;0;0
351160424;WROCŁAW;1969;8;24;6,6;2,1;13,3;12,1;80,5;997,9;1012,7;0;1,9
351160424;WROCŁAW;1969;8;25;5,9;2,3;15,6;13;75,8;997,7;1012,5;0;1,1
351160424;WROCŁAW;1969;8;26;7,4;2,4;11,2;12,9;96,8;992,2;1007,1;23,4;0,7
351160424;WROCŁAW;1969;8;27;5,9;3,8;13,1;11,5;77,4;991;1005,8;0;0
351160424;WROCŁAW;1969;8;28;6,1;1,9;13,1;12,1;81,4;991,2;1005,9;0;7
351160424;WROCŁAW;1969;8;29;6,4;3,9;13,1;12,4;82,5;991,6;1006,3;0,9;7,4
351160424;WROCŁAW;1969;8;30;8;6,1;13,4;13,4;86,9;995,1;1009,8;11,9;2,8
351160424;WROCŁAW;1969;8;31;4,9;4,4;16,3;14,5;79,6;1007,4;1022,2;0;0
351160424;WROCŁAW;1969;9;1;2,1;1,6;15,2;13,9;82,3;1008,9;1023,8;0;0
351160424;WROCŁAW;1969;9;2;7,3;2,3;14,5;12,8;78,4;1007,6;1022,5;0;0
351160424;WROCŁAW;1969;9;3;4,1;1,8;14,8;12,6;77,1;1003,5;1018,3;0;0
351160424;WROCŁAW;1969;9;4;4,3;2,1;12;12,2;87,3;1002,5;1017,4;0;0
351160424;WROCŁAW;1969;9;5;2,8;1,9;13,9;12,3;80;1005,9;1020,8;0;0
351160424;WROCŁAW;1969;9;6;5,5;1,8;14,3;14,1;86,9;1008,7;1023,7;0;0
351160424;WROCŁAW;1969;9;7;4;1,1;15;13,9;83,4;1009,2;1024,1;0;0
351160424;WROCŁAW;1969;9;8;0,1;1,9;14,6;12,2;77,3;1006,9;1021,9;0;0
351160424;WROCŁAW;1969;9;9;1,3;2,4;15,9;13,2;76,4;1006;1020,9;0;0
351160424;WROCŁAW;1969;9;10;3;3,8;17;14,3;75,8;1002,6;1017,3;0;0
351160424;WROCŁAW;1969;9;11;1,6;1,5;18,4;15,6;75,8;1003,9;1018,6;0;0
351160424;WROCŁAW;1969;9;12;1,1;2,3;17,5;15;77,6;1002,9;1017,6;0;0
351160424;WROCŁAW;1969;9;13;0,9;3,1;17,5;13,4;71,4;999,4;1014,1;0;0
351160424;WROCŁAW;1969;9;14;2,1;4,6;17,7;14,4;74,4;997,1;1011,7;0;0
351160424;WROCŁAW;1969;9;15;3,8;4;20,1;16,2;70,1;993,1;1007,5;0;0
351160424;WROCŁAW;1969;9;16;5,5;0,9;16,4;17;91,6;993;1007,6;7,7;2,9
351160424;WROCŁAW;1969;9;17;6,1;1,5;15,3;16,2;93,1;995,2;1009,8;1,4;0
351160424;WROCŁAW;1969;9;18;3,1;2,1;10,7;8,8;71,3;1001,5;1016,5;0;0
351160424;WROCŁAW;1969;9;19;3,4;1,4;8,8;8,1;74,4;1001,6;1016,7;0;0
351160424;WROCŁAW;1969;9;20;3,4;3,6;10,5;9,1;73,1;997,2;1012,2;0;0
351160424;WROCŁAW;1969;9;21;6,3;5,5;12,3;10,2;70,9;999,6;1014,5;0,2;0,3
351160424;WROCŁAW;1969;9;22;6,5;6,5;15,5;14,1;81;1002,7;1017,4;0,5;0
351160424;WROCŁAW;1969;9;23;2,5;2,9;11,4;9,8;75,5;1012,9;1028,1;0;0
351160424;WROCŁAW;1969;9;24;0,4;2;10,7;9,3;75,6;1016,6;1031,9;0;0
351160424;WROCŁAW;1969;9;25;0,3;3,9;13,5;10,5;71,6;1010,3;1025,3;0;0
351160424;WROCŁAW;1969;9;26;3,8;1,8;13,4;13,4;87,4;1007,8;1022,8;0;0
351160424;WROCŁAW;1969;9;27;6,1;5,6;13,8;11,6;76,6;1001,9;1016,7;0,3;0,2
351160424;WROCŁAW;1969;9;28;1,6;3,5;8,1;8;76,4;1009,2;1024,5;0;0
351160424;WROCŁAW;1969;9;29;2,5;3,5;10,2;8,5;71,4;1003,7;1018,7;0;0
351160424;WROCŁAW;1969;9;30;7;1,5;11,9;11,1;80,8;1005,1;1020,1;0;0
351160424;WROCŁAW;1969;10;1;5,4;5,5;9,8;8,7;73,6;997,8;1012,8;0;0
351160424;WROCŁAW;1969;10;2;3,5;7,8;6,4;6,9;72,8;999,8;1015;0;0
351160424;WROCŁAW;1969;10;3;6,6;1,6;7,3;9,6;93,5;1004;1019,2;2;0,4
351160424;WROCŁAW;1969;10;4;6,1;4,3;11,3;11,4;85,5;1006,6;1021,6;0;0
351160424;WROCŁAW;1969;10;5;5,4;2,6;12,6;12,7;87,6;1009,6;1024,6;0,5;0
351160424;WROCŁAW;1969;10;6;2,3;1,6;9,6;9,4;80,5;1013,7;1029;0;0
351160424;WROCŁAW;1969;10;7;2,4;2,9;8,8;9,3;83,1;1012,1;1027,4;0;0
351160424;WROCŁAW;1969;10;8;0,8;1,1;9;9,1;82,5;1014,1;1029,4;0;0
351160424;WROCŁAW;1969;10;9;1,9;1,8;11,1;8,6;71,6;1014,2;1029,4;0;0
351160424;WROCŁAW;1969;10;10;2,3;0,6;9,3;8,5;77,1;1012,2;1027,5;0;0
351160424;WROCŁAW;1969;10;11;1,9;0,9;10,4;10,7;84;1008,3;1023,5;0;0
351160424;WROCŁAW;1969;10;12;5;1,4;11,2;11,7;88,9;1008,7;1023,8;0;0
351160424;WROCŁAW;1969;10;13;2;5,1;10,6;10,1;80,9;1004,9;1020;0;0
351160424;WROCŁAW;1969;10;14;0,6;3,1;12,5;10,6;75,4;1002,3;1017,2;0;0
351160424;WROCŁAW;1969;10;15;0,5;1,1;9,2;9,7;85;1007,4;1022,6;0;0
351160424;WROCŁAW;1969;10;16;5;1,3;7,8;10,2;95,9;1013,8;1029,2;0;0,2
351160424;WROCŁAW;1969;10;17;8;2,9;7,5;10,4;100;1014,6;1030,1;0;0
351160424;WROCŁAW;1969;10;18;6,3;3,4;8,8;10,5;93,4;1009,9;1025,1;0;0
351160424;WROCŁAW;1969;10;19;5;2,9;5,7;8,9;97,1;1006,1;1021,4;0;0
351160424;WROCŁAW;1969;10;20;1;4,9;9,5;9,1;79,8;1003,4;1018,6;0;0
351160424;WROCŁAW;1969;10;21;0,1;1,5;9,6;8,9;77,1;1005;1020,1;0;0
351160424;WROCŁAW;1969;10;22;6;1,4;7,6;9,9;95,4;1008,4;1023,7;0;0
351160424;WROCŁAW;1969;10;23;7,9;5,1;8,6;9,8;88,1;1007,4;1022,7;0;0,5
351160424;WROCŁAW;1969;10;24;8;2,1;8,9;11,2;98,3;1003,8;1018,9;3,2;1,7
351160424;WROCŁAW;1969;10;25;6,9;3,9;9,6;10,5;87,4;1007,9;1023,1;0;0
351160424;WROCŁAW;1969;10;26;5,6;5,9;9,6;10,2;85,4;1012,5;1027,8;0;0
351160424;WROCŁAW;1969;10;27;3,3;7,6;10;9,4;77,3;1014,3;1029,5;0;0
351160424;WROCŁAW;1969;10;28;5,5;4,9;10,6;9,1;71,6;1010,1;1025,2;0;0
351160424;WROCŁAW;1969;10;29;6,1;6,6;9,3;9,3;79,3;998,9;1014;0,1;0
351160424;WROCŁAW;1969;10;30;5,3;8,9;5,9;7,6;82,1;996;1011,2;0,5;1,2
351160424;WROCŁAW;1969;10;31;6,4;7,3;7,5;9,5;90,6;998,7;1013,9;5,5;0,9
351160424;WROCŁAW;1969;11;1;6,4;7,6;10,1;9,7;78;1001;1016;0;0
351160424;WROCŁAW;1969;11;2;6,3;8,4;11,4;9,3;68,9;999,8;1014,7;0;0
351160424;WROCŁAW;1969;11;3;5,8;6,9;11,3;9,7;72,4;999,3;1014,2;0;0
351160424;WROCŁAW;1969;11;4;6,6;7,4;12,9;9,7;66;995,9;1010,7;0;1,2
351160424;WROCŁAW;1969;11;5;6,4;6,3;6;7,8;83,1;1000,4;1015,6;0,5;0
351160424;WROCŁAW;1969;11;6;2,9;2,9;1,8;5,9;85;1010,9;1026,6;0;0
351160424;WROCŁAW;1969;11;7;2,5;4,1;0,6;4,7;75,8;1002,8;1018,4;0;1,6
351160424;WROCŁAW;1969;11;8;7;8;6,1;7,2;75,9;981,6;996,6;0,1;2
351160424;WROCŁAW;1969;11;9;6,5;6,8;8,4;8,4;76,6;979,9;994,8;0;0
351160424;WROCŁAW;1969;11;10;6;10,4;9,3;6,7;57,1;982,6;997,5;0;0,8
351160424;WROCŁAW;1969;11;11;4,8;5,1;9,7;9;75,4;995,6;1010,6;0;0
351160424;WROCŁAW;1969;11;12;7,5;6,5;13;9,5;64,5;989,1;1003,9;0;0
351160424;WROCŁAW;1969;11;13;7,5;4;10,8;10,4;81,3;992,7;1007,6;0;0
351160424;WROCŁAW;1969;11;14;7,9;1,8;8,3;10,5;96,3;993,3;1008,3;1,6;0,3
351160424;WROCŁAW;1969;11;15;6,8;1,6;7,7;10,2;96,3;996,5;1011,5;0,9;0
351160424;WROCŁAW;1969;11;16;3,1;4,1;5,4;7,1;80;1002,7;1018;0;0
351160424;WROCŁAW;1969;11;17;3,1;4,8;4,4;7,1;85,8;996,8;1012,1;0;0
351160424;WROCŁAW;1969;11;18;6,3;4,5;3,6;6,4;80,9;996,7;1012,1;0;0,7
351160424;WROCŁAW;1969;11;19;7,5;9,3;5,8;6,8;73;992,3;1007,4;0;0
351160424;WROCŁAW;1969;11;20;5,9;8,4;8,4;8,1;73,5;993,4;1008,4;0,4;0
351160424;WROCŁAW;1969;11;21;3,5;3,1;3,9;6,7;82,6;1000,7;1016;0;0
351160424;WROCŁAW;1969;11;22;5,5;0,5;5,4;8,5;94,6;996,4;1011,6;0;0
351160424;WROCŁAW;1969;11;23;3,9;1;3,3;7,7;98,1;993,4;1008,7;0;0
351160424;WROCŁAW;1969;11;24;7,4;2,4;6,4;8,9;92,4;980;995;0;3
351160424;WROCŁAW;1969;11;25;6,9;5,1;1,4;6,5;94,9;981,9;997,2;0;1,7
351160424;WROCŁAW;1969;11;26;7,9;4,3;-0,4;5,8;97,5;978,8;994,1;8,7;2,9
351160424;WROCŁAW;1969;11;27;4,6;3,8;-5;4;90,5;994,2;1010,1;0;0
351160424;WROCŁAW;1969;11;28;7,1;5,6;-0,2;5;81,6;989,8;1005,3;0;0
351160424;WROCŁAW;1969;11;29;5,6;5,3;1,3;4,9;73,5;992,9;1008,4;0;0
351160424;WROCŁAW;1969;11;30;5,3;3,5;-0,9;4,8;84,3;1006,4;1022,1;0;0
351160424;WROCŁAW;1969;12;1;7,1;3,1;-3,7;4,2;89,8;1011,6;1027,5;0;0
351160424;WROCŁAW;1969;12;2;4,5;3,8;-4,9;3,4;81;1003,9;1019,8;0;0
351160424;WROCŁAW;1969;12;3;7,1;4,3;0;5,2;85,3;989,7;1005,2;0;1,3
351160424;WROCŁAW;1969;12;4;5,8;3,6;-1,7;5,2;93;985,7;1001,2;0,1;0
351160424;WROCŁAW;1969;12;5;4,8;1,4;-8;3,3;93,4;996,6;1012,6;0;0,5
351160424;WROCŁAW;1969;12;6;8;2,9;-5;4;93,9;996,9;1012,8;0,7;0,5
351160424;WROCŁAW;1969;12;7;8;4,8;-3,8;4,4;94,4;997,7;1013,5;1,4;1,1
351160424;WROCŁAW;1969;12;8;8;3,3;-3,7;4,4;93,4;1003,3;1019,1;1,3;0,1
351160424;WROCŁAW;1969;12;9;8;2,4;-5,1;3,9;93,4;1013,2;1029,1;0;0
351160424;WROCŁAW;1969;12;10;8;2,5;-1,8;5,1;93,4;1014,7;1030,6;0;0
351160424;WROCŁAW;1969;12;11;8;6,9;-0,7;5,2;90,1;1009,9;1025,6;0;0
351160424;WROCŁAW;1969;12;12;8;2,9;-0,9;5;87,3;1009,9;1025,6;0;0
351160424;WROCŁAW;1969;12;13;7,9;4,6;-2,4;4,3;82,8;1012;1027,9;0;0
351160424;WROCŁAW;1969;12;14;8;3,9;-3,8;4,1;89,8;1008,9;1024,8;0;0
351160424;WROCŁAW;1969;12;15;8;6;-3;4,5;92;991,3;1006,8;0,2;0,4
351160424;WROCŁAW;1969;12;16;8;2,5;-2,9;4,6;92;987,7;1002,9;0;0,2
351160424;WROCŁAW;1969;12;17;8;2,3;-4,9;3,7;88,4;999,8;1015,4;0,1;0
351160424;WROCŁAW;1969;12;18;8;5,5;-7,1;3,2;88;998,4;1014,1;0;0
351160424;WROCŁAW;1969;12;19;7,5;2,4;-10,7;2,3;85,6;1006,2;1022,2;0,2;0,3
351160424;WROCŁAW;1969;12;20;7,3;1,5;-14,8;1,6;83,3;1011,1;1027,4;0;0
351160424;WROCŁAW;1969;12;21;3,9;1,3;-18,6;1,1;80;1016,4;1033;0;0
351160424;WROCŁAW;1969;12;22;4,4;4,9;-18,2;1,2;80,4;1010,5;1027;0;0
351160424;WROCŁAW;1969;12;23;5,4;4;-13,1;1,8;79,9;1005,3;1021,5;0;0
351160424;WROCŁAW;1969;12;24;8;0,9;-4,1;4,1;89,8;1005,4;1021;0;0
351160424;WROCŁAW;1969;12;25;6,6;1,6;-3,2;4,5;92,8;1001,5;1017;0;0
351160424;WROCŁAW;1969;12;26;7,5;1;-3,9;4,2;91,6;1004,4;1020;0;0
351160424;WROCŁAW;1969;12;27;5,6;1,1;-7,2;3,2;88,6;1013,2;1029;0;0
351160424;WROCŁAW;1969;12;28;7,1;1,8;-11;2,3;87,6;1008,5;1024,5;0;0
351160424;WROCŁAW;1969;12;29;6,4;0,1;-13,1;2;86,9;999,6;1015,7;0;0,8
351160424;WROCŁAW;1969;12;30;7,8;4,1;-6,9;3,2;86,3;1000,1;1015,8;0;0
351160424;WROCŁAW;1969;12;31;4;6,3;-14,4;1,6;80,6;1000,3;1016,5;0;0
351160424;WROCŁAW;1970;1;1;8;2;-11,6;2,2;85,5;989;1004,8;2,5;1,2
351160424;WROCŁAW;1970;1;2;7,8;3,9;-7;3;80,5;986,3;1001,8;0,2;0
351160424;WROCŁAW;1970;1;3;7,8;8;0,2;4,4;70,1;984,1;999,1;0;0
351160424;WROCŁAW;1970;1;4;7,5;3;-0,7;5,1;88,1;988,5;1003,6;0;0
351160424;WROCŁAW;1970;1;5;6,4;1;-3,3;4,5;91,5;976,5;991,6;0;0,2
351160424;WROCŁAW;1970;1;6;5;5,5;-4,1;4,1;88,6;990,8;1006,1;0;0
351160424;WROCŁAW;1970;1;7;6,3;1,8;-9,7;2,7;89,6;1000,9;1016,8;0;0,3
351160424;WROCŁAW;1970;1;8;6,4;1,6;-7,3;3,3;90,6;1013;1028,9;0;0
351160424;WROCŁAW;1970;1;9;4,3;4,5;-10,5;2,4;87;1015,8;1031,8;0;0
351160424;WROCŁAW;1970;1;10;6;6,4;-4,5;3,3;73,6;1005;1020,6;0;0
351160424;WROCŁAW;1970;1;11;3,6;2,3;-1,2;4,9;87,5;993,4;1008,5;0;0
351160424;WROCŁAW;1970;1;12;5;6,6;2,4;6;82,8;985,5;1000,4;0;0
351160424;WROCŁAW;1970;1;13;5,9;1,1;0,9;6,1;93,5;988,8;1003,9;0;1,3
351160424;WROCŁAW;1970;1;14;7,8;1;1,3;6,4;94,9;989,1;1004,1;1,3;0
351160424;WROCŁAW;1970;1;15;7,3;2,3;0,2;6;95,6;990,5;1005,6;0;0
351160424;WROCŁAW;1970;1;16;8;2,8;-1,2;5,5;95,6;991,8;1007;4,9;0,6
351160424;WROCŁAW;1970;1;17;8;4,1;-8,9;2,6;82,5;1001,6;1017,4;0,5;0,3
351160424;WROCŁAW;1970;1;18;7,8;3;-9,2;2,4;79,4;1008,6;1024,5;0,3;0,1
351160424;WROCŁAW;1970;1;19;8;1,5;-9,6;2,4;81;1012,8;1028,7;0,1;0,1
351160424;WROCŁAW;1970;1;20;8;0,3;-8;2,7;80;1014,3;1030,3;0;0
351160424;WROCŁAW;1970;1;21;7,9;2,1;-6,7;3,1;82,9;1012,5;1028,4;0,1;0
351160424;WROCŁAW;1970;1;22;8;4,1;-8,1;3;89,3;1010,6;1026,5;0;0
351160424;WROCŁAW;1970;1;23;8;4,3;-6,7;3,5;94,1;1008,5;1024,4;0;0
351160424;WROCŁAW;1970;1;24;3;3,6;-7,1;3,2;87,8;1004,3;1020;0;0
351160424;WROCŁAW;1970;1;25;2;3,3;-5,4;3,6;86,8;1004,6;1020,3;0;0
351160424;WROCŁAW;1970;1;26;4,9;2,5;-3;4,3;85,6;1004,4;1020;0;0
351160424;WROCŁAW;1970;1;27;7,9;4,8;1,8;5,8;83,9;1000,2;1015,4;1,3;1,2
351160424;WROCŁAW;1970;1;28;8;7,5;-1,5;5,1;92,5;1002,7;1018,1;0,4;0,1
351160424;WROCŁAW;1970;1;29;7,6;2,8;-3,2;4;82,4;1005,2;1020,7;0,1;0
351160424;WROCŁAW;1970;1;30;4,4;3,4;-8,8;2,7;84;1000,5;1016,4;0;0
351160424;WROCŁAW;1970;1;31;8;2,6;-8,9;2,5;79,5;1003,5;1019,3;0,3;0
351160424;WROCŁAW;1970;2;1;2;2;-13,4;1,6;75,3;1008,4;1024,6;0;0
351160424;WROCŁAW;1970;2;2;1,3;5;-9,7;2,3;75,1;996,8;1012,6;0;0,2
351160424;WROCŁAW;1970;2;3;7,8;9,5;0,6;5,5;85,8;978,4;993,3;1,6;0,8
351160424;WROCŁAW;1970;2;4;6,4;9,6;3,2;5,5;71,4;983;997,7;0;0
351160424;WROCŁAW;1970;2;5;3,8;4;2,6;5,9;80,3;984,9;999,8;0;0
351160424;WROCŁAW;1970;2;6;6,3;6,3;0;5,4;87,1;988,3;1003,4;0,5;0
351160424;WROCŁAW;1970;2;7;3,5;4,3;-1,9;3,9;73,3;997,6;1012,9;0;0
351160424;WROCŁAW;1970;2;8;6,3;7,4;2,8;5,7;76,1;986,8;1001,6;1,9;0,2
351160424;WROCŁAW;1970;2;9;6,4;5,5;2,3;5,9;82;982,7;997,5;1;0
351160424;WROCŁAW;1970;2;10;5,1;4,1;0,9;5,6;86,8;982,1;997;0;0,3
351160424;WROCŁAW;1970;2;11;7,3;2,3;-0,6;5,4;92,1;987,5;1002,6;0,5;0
351160424;WROCŁAW;1970;2;12;5,6;4,6;-1,7;4,4;82,6;994,7;1010;0;0
351160424;WROCŁAW;1970;2;13;7,4;8,1;1,3;5,3;79,3;982,2;997,1;0;0
351160424;WROCŁAW;1970;2;14;6,3;3,6;-2,4;4,1;80,1;993,8;1009,1;0;0
351160424;WROCŁAW;1970;2;15;6;4,6;-5,5;3,2;78,5;993,9;1009,5;0;0
351160424;WROCŁAW;1970;2;16;5,5;2,3;-6,7;2,8;75;1000,2;1015,9;0;0
351160424;WROCŁAW;1970;2;17;4,1;2,4;-6,2;3,1;80,5;999,6;1015,3;0;0
351160424;WROCŁAW;1970;2;18;6,6;4,4;-1,9;4,1;76;996,5;1011,9;0;1,9
351160424;WROCŁAW;1970;2;19;5;2,1;-5,3;3,7;85;1007,6;1023,3;0,2;0
351160424;WROCŁAW;1970;2;20;7;6,5;-4,7;3,9;85;1000,6;1016,2;0;3,9
351160424;WROCŁAW;1970;2;21;7,9;4,8;1,8;5,8;84,1;994,4;1009,5;0,6;0,7
351160424;WROCŁAW;1970;2;22;7,5;2,1;0,9;6;92,5;992;1007,1;0;0
351160424;WROCŁAW;1970;2;23;8;5,5;-1,2;5;88,6;988,3;1003,4;1;0
351160424;WROCŁAW;1970;2;24;6,4;1,5;-4,1;3,7;82,1;996,4;1011,8;0;0
351160424;WROCŁAW;1970;2;25;5,9;1,6;-5;3,5;81,6;1000;1015,5;0;0
351160424;WROCŁAW;1970;2;26;7,9;2,6;-6,8;3,4;89,3;999,8;1015,5;3,7;1,9
351160424;WROCŁAW;1970;2;27;7,3;2;-4,4;3,8;85,6;999,8;1015,3;0,2;0,6
351160424;WROCŁAW;1970;2;28;8;2,5;-4,5;4;90,4;1002,6;1018,2;0,9;1
351160424;WROCŁAW;1970;3;1;6,8;4,8;-4,5;3,8;85,5;1002;1017,6;0;0,3
351160424;WROCŁAW;1970;3;2;8;6,1;-1,3;4,9;88,3;983,6;998,7;0,9;1,6
351160424;WROCŁAW;1970;3;3;5;2,8;-2,9;4,3;84,6;983,6;998,8;0;0,3
351160424;WROCŁAW;1970;3;4;8;0,6;-2,1;5,1;95,4;985,8;1001;2,9;0
351160424;WROCŁAW;1970;3;5;5,9;3,3;-1,7;5,2;95,8;973;987,9;5,1;3,1
351160424;WROCŁAW;1970;3;6;7,3;8,9;0;5;82,3;987,6;1002,7;0;0
351160424;WROCŁAW;1970;3;7;4,3;1,5;-2,6;3,8;76,5;1001,6;1017,1;0;0
351160424;WROCŁAW;1970;3;8;0,5;4,6;-3,9;3,5;77;1000,2;1015,7;0;0
351160424;WROCŁAW;1970;3;9;6;2,6;-2,1;4,8;89,9;1002,7;1018,1;0,3;1,1
351160424;WROCŁAW;1970;3;10;4;0,9;-1,2;4,8;86;1008,7;1024,1;0;0
351160424;WROCŁAW;1970;3;11;6,4;3,8;-1,2;5,1;90,3;1009,3;1024,8;0;0
351160424;WROCŁAW;1970;3;12;5;1,9;0,7;5,3;83,8;1002;1017,3;0;0
351160424;WROCŁAW;1970;3;13;0,5;1,3;-3,2;4,1;84,1;1003,3;1018,9;0;0
351160424;WROCŁAW;1970;3;14;3,3;1,5;-2,5;4;79,6;1005,9;1021,4;0;0
351160424;WROCŁAW;1970;3;15;7,4;2,1;0;4,7;77,3;1003,3;1018,6;0;0
351160424;WROCŁAW;1970;3;16;6;2,5;-1,9;4,9;90,5;1004,8;1020,3;0,1;0
351160424;WROCŁAW;1970;3;17;7,9;5,1;2,1;6,1;86,6;998,6;1013,7;0;1,5
351160424;WROCŁAW;1970;3;18;7,4;5,8;2,9;6,4;85;984,1;999;0,5;0,2
351160424;WROCŁAW;1970;3;19;5,4;4,6;2,7;6,2;84,1;986,1;1001;0,1;0,1
351160424;WROCŁAW;1970;3;20;7,4;8;2,3;5,4;75,6;996,4;1011,6;0,3;2,4
351160424;WROCŁAW;1970;3;21;5,4;6,3;5,5;7;78,9;998;1012,9;0;0
351160424;WROCŁAW;1970;3;22;6,4;2,3;4,4;7,3;87,6;1000,2;1015,2;0;0
351160424;WROCŁAW;1970;3;23;6,1;0,9;4,8;7,1;83,4;1003,3;1018,3;0;0
351160424;WROCŁAW;1970;3;24;7,8;2,5;4;6,7;82,3;1004,5;1019,5;0;0
351160424;WROCŁAW;1970;3;25;7,8;4,9;5,8;7,6;83,1;999,3;1014,2;0;0
