;nazwa stacji;rok;miesiac;dzien;temp,;wilgotnosc wzglêdna;prêdkosc wiatru;œrednie dobowe zachmurzenie ogolne
252200150;WARSZAWA-BIELANY;2008;6;20;21,3;61;2,7;5,3
252200150;WARSZAWA-BIELANY;2008;6;21;19,4;61,3;1;7
252200150;WARSZAWA-BIELANY;2008;6;22;18,8;46,5;1;7
252200150;WARSZAWA-BIELANY;2008;6;23;21,6;75,5;2;6,7
252200150;WARSZAWA-BIELANY;2008;6;24;19,6;47,5;3;0,7
252200150;WARSZAWA-BIELANY;2008;6;25;16,9;51,8;2;1,3
252200150;WARSZAWA-BIELANY;2008;6;26;22,3;50,5;3;3,3
252200150;WARSZAWA-BIELANY;2008;6;27;19,2;56,5;1;4,3
252200150;WARSZAWA-BIELANY;2008;6;28;17,5;67,3;2,3;7
252200150;WARSZAWA-BIELANY;2008;6;29;20,2;65,3;3;5
252200150;WARSZAWA-BIELANY;2008;6;30;21,3;54,3;2,3;4,7
252200150;WARSZAWA-BIELANY;2008;7;1;19,8;51,5;2;4,7
252200150;WARSZAWA-BIELANY;2008;7;2;19,2;54,3;1,3;1
252200150;WARSZAWA-BIELANY;2008;7;3;21,4;45,3;1,7;0,7
252200150;WARSZAWA-BIELANY;2008;7;4;20,7;67,3;1,3;5
252200150;WARSZAWA-BIELANY;2008;7;5;18,5;87,8;2,7;6,7
252200150;WARSZAWA-BIELANY;2008;7;6;20,7;63,8;1,7;2,3
252200150;WARSZAWA-BIELANY;2008;7;7;21,2;73,5;1,7;8
252200150;WARSZAWA-BIELANY;2008;7;8;19,8;59;2,7;5
252200150;WARSZAWA-BIELANY;2008;7;9;17,7;70,5;2;6,7
252200150;WARSZAWA-BIELANY;2008;7;10;17,5;67,5;2;5,7
252200150;WARSZAWA-BIELANY;2008;7;11;20,1;66,5;1,7;3,3
252200150;WARSZAWA-BIELANY;2008;7;12;22,2;66,5;1,3;7
252200150;WARSZAWA-BIELANY;2008;7;13;20,4;75;1,7;6,7
252200150;WARSZAWA-BIELANY;2008;7;14;18,7;91,3;2;8
252200150;WARSZAWA-BIELANY;2008;7;15;17,7;71,5;2;7
252200150;WARSZAWA-BIELANY;2008;7;16;19,4;76,3;1,3;7
252200150;WARSZAWA-BIELANY;2008;7;17;18,6;76,8;2;7
252200150;WARSZAWA-BIELANY;2008;7;18;18,3;65;0,7;5,7
252200150;WARSZAWA-BIELANY;2008;7;19;18,4;77,3;1;4,3
252200150;WARSZAWA-BIELANY;2008;7;20;19,3;69,8;3,3;6
252200150;WARSZAWA-BIELANY;2008;7;21;17,1;83,5;1,3;7,7
252200150;WARSZAWA-BIELANY;2008;7;22;16,4;68,5;1;4
252200150;WARSZAWA-BIELANY;2008;7;23;18,3;68,3;2;7,3
252200150;WARSZAWA-BIELANY;2008;7;24;20,9;85;1,7;8
252200150;WARSZAWA-BIELANY;2008;7;25;24;72,3;3;3,3
252200150;WARSZAWA-BIELANY;2008;7;26;22,7;59;2;1
252200150;WARSZAWA-BIELANY;2008;7;27;22,9;55,8;0,7;1
252200150;WARSZAWA-BIELANY;2008;7;28;22,2;59,3;1,3;3
252200150;WARSZAWA-BIELANY;2008;7;29;20,1;59,3;1;3,3
252200150;WARSZAWA-BIELANY;2008;7;30;20,1;60,8;1;1,7
252200150;WARSZAWA-BIELANY;2008;7;31;20,2;56;1;4,7
252200150;WARSZAWA-BIELANY;2008;8;1;20,7;51,5;2;0
252200150;WARSZAWA-BIELANY;2008;8;2;22,5;51,5;1;0
252200150;WARSZAWA-BIELANY;2008;8;3;21,5;76,3;1;7
252200150;WARSZAWA-BIELANY;2008;8;4;22,8;57;1,7;5,7
252200150;WARSZAWA-BIELANY;2008;8;5;18,4;64,3;5;5
252200150;WARSZAWA-BIELANY;2008;8;6;17,6;72;3,3;7
252200150;WARSZAWA-BIELANY;2008;8;7;19,7;66,8;1,3;2,7
252200150;WARSZAWA-BIELANY;2008;8;8;21,9;61;2,7;6
252200150;WARSZAWA-BIELANY;2008;8;9;19,9;65,8;1;7
252200150;WARSZAWA-BIELANY;2008;8;10;19,7;64,8;1,7;7
252200150;WARSZAWA-BIELANY;2008;8;11;19,8;69;1;6,3
252200150;WARSZAWA-BIELANY;2008;8;12;22,3;63,5;1,7;4,7
252200150;WARSZAWA-BIELANY;2008;8;13;22,4;66,8;1,3;7,7
252200150;WARSZAWA-BIELANY;2008;8;14;21,5;55,3;1,7;3
252200150;WARSZAWA-BIELANY;2008;8;15;20,2;89;1,7;7,7
252200150;WARSZAWA-BIELANY;2008;8;16;21,7;80,3;1;7
252200150;WARSZAWA-BIELANY;2008;8;17;17,5;78,8;2;7
252200150;WARSZAWA-BIELANY;2008;8;18;18,1;64,5;1;1,7
252200150;WARSZAWA-BIELANY;2008;8;19;21;54,8;1,3;4
252200150;WARSZAWA-BIELANY;2008;8;20;21,5;66,3;1;3,7
252200150;WARSZAWA-BIELANY;2008;8;21;18,8;70,5;1,3;5,3
252200150;WARSZAWA-BIELANY;2008;8;22;20,2;59,8;0,7;4,3
252200150;WARSZAWA-BIELANY;2008;8;23;19,4;78,3;1,3;7
252200150;WARSZAWA-BIELANY;2008;8;24;15,7;81;0,7;7
252200150;WARSZAWA-BIELANY;2008;8;25;16,1;69,5;2;6,7
252200150;WARSZAWA-BIELANY;2008;8;26;18,2;72,8;2;6,3
252200150;WARSZAWA-BIELANY;2008;8;27;18,1;76,5;2;7
252200150;WARSZAWA-BIELANY;2008;8;28;19,8;72,8;2,3;7,3
252200150;WARSZAWA-BIELANY;2008;8;29;16,4;90;2,7;7,7
252200150;WARSZAWA-BIELANY;2008;8;30;14,1;75,5;1,3;6
252200150;WARSZAWA-BIELANY;2008;8;31;14,7;69,8;2;2
252200150;WARSZAWA-BIELANY;2008;9;1;15,3;76,5;1,3;2,3
252200150;WARSZAWA-BIELANY;2008;9;2;18,5;79;1,7;6,7
252200150;WARSZAWA-BIELANY;2008;9;3;20,9;63,8;1;3,3
252200150;WARSZAWA-BIELANY;2008;9;4;20,8;69,3;1,7;7
252200150;WARSZAWA-BIELANY;2008;9;5;19;88,5;0;6,3
252200150;WARSZAWA-BIELANY;2008;9;6;22,4;74,8;1;1,7
252200150;WARSZAWA-BIELANY;2008;9;7;23,8;74;2,3;3
252200150;WARSZAWA-BIELANY;2008;9;8;18,7;93,8;1;7,3
252200150;WARSZAWA-BIELANY;2008;9;9;16,5;77,3;1,3;6,7
252200150;WARSZAWA-BIELANY;2008;9;10;18,1;64,3;1;2,3
252200150;WARSZAWA-BIELANY;2008;9;11;15,9;96;0,3;7
252200150;WARSZAWA-BIELANY;2008;9;12;12,1;73;1,7;7,7
252200150;WARSZAWA-BIELANY;2008;9;13;7,6;85,8;1,7;7
252200150;WARSZAWA-BIELANY;2008;9;14;8,7;79,5;1;8
252200150;WARSZAWA-BIELANY;2008;9;15;8,7;86,8;2;7,7
252200150;WARSZAWA-BIELANY;2008;9;16;8,1;77;2,3;8
252200150;WARSZAWA-BIELANY;2008;9;17;8,7;96,8;1;8
252200150;WARSZAWA-BIELANY;2008;9;18;9,1;92,3;0,7;7,7
252200150;WARSZAWA-BIELANY;2008;9;19;8,9;83,8;1;8
252200150;WARSZAWA-BIELANY;2008;9;20;9,3;84,5;2,3;8
252200150;WARSZAWA-BIELANY;2008;9;21;9,9;90;1,3;7
252200150;WARSZAWA-BIELANY;2008;9;22;9,5;99,5;1;8
252200150;WARSZAWA-BIELANY;2008;9;23;10,3;98,3;1;8
252200150;WARSZAWA-BIELANY;2008;9;24;10,2;97,5;1,3;8
252200150;WARSZAWA-BIELANY;2008;9;25;10,6;86;1,7;1,3
252200150;WARSZAWA-BIELANY;2008;9;26;10;94;1;1,7
252200150;WARSZAWA-BIELANY;2008;9;27;10,1;89;1;4,7
252200150;WARSZAWA-BIELANY;2008;9;28;12,1;88,8;2,3;4,3
252200150;WARSZAWA-BIELANY;2008;9;29;10,2;84;3,3;5
252200150;WARSZAWA-BIELANY;2008;9;30;10,9;91,8;2,3;7,3
252200150;WARSZAWA-BIELANY;2008;10;1;12,9;83;2,3;8
252200150;WARSZAWA-BIELANY;2008;10;2;12,8;63;2,7;2,7
252200150;WARSZAWA-BIELANY;2008;10;3;11,1;78,3;0,7;7
252200150;WARSZAWA-BIELANY;2008;10;4;9,8;87,5;0,7;8
252200150;WARSZAWA-BIELANY;2008;10;5;7,8;81,3;1;2,3
252200150;WARSZAWA-BIELANY;2008;10;6;9,4;82;0,7;7,3
252200150;WARSZAWA-BIELANY;2008;10;7;11;96,3;0,7;8
252200150;WARSZAWA-BIELANY;2008;10;8;11,9;88;1;7,3
252200150;WARSZAWA-BIELANY;2008;10;9;12,5;80,8;0,7;5,3
252200150;WARSZAWA-BIELANY;2008;10;10;11,2;85,5;1,7;5,7
252200150;WARSZAWA-BIELANY;2008;10;11;12,7;77;1,7;4
252200150;WARSZAWA-BIELANY;2008;10;12;13;82,8;2;2
252200150;WARSZAWA-BIELANY;2008;10;13;12,2;88,5;1,3;7,3
252200150;WARSZAWA-BIELANY;2008;10;14;12,9;81,5;2;7
252200150;WARSZAWA-BIELANY;2008;10;15;11,8;68,8;1,3;6,3
252200150;WARSZAWA-BIELANY;2008;10;16;12,6;87;1,3;7,7
252200150;WARSZAWA-BIELANY;2008;10;17;9,5;84;2,7;6,7
252200150;WARSZAWA-BIELANY;2008;10;18;7,8;90,5;1;7
252200150;WARSZAWA-BIELANY;2008;10;19;8;77,3;2;7
252200150;WARSZAWA-BIELANY;2008;10;20;9,9;77,3;1,3;4,3
252200150;WARSZAWA-BIELANY;2008;10;21;11,5;74,5;1,7;0,7
252200150;WARSZAWA-BIELANY;2008;10;22;11,4;91,5;1;6
252200150;WARSZAWA-BIELANY;2008;10;23;8,6;90,8;2;7
252200150;WARSZAWA-BIELANY;2008;10;24;8,9;71,3;1;6,7
252200150;WARSZAWA-BIELANY;2008;10;25;7,7;79,8;1;8
252200150;WARSZAWA-BIELANY;2008;10;26;7,2;82;2;0
252200150;WARSZAWA-BIELANY;2008;10;27;7,2;79,5;1,7;6,7
252200150;WARSZAWA-BIELANY;2008;10;28;9,1;80,5;1;8
252200150;WARSZAWA-BIELANY;2008;10;29;12,3;75,5;2,7;7,3
252200150;WARSZAWA-BIELANY;2008;10;30;16,1;65,5;3,7;5,3
252200150;WARSZAWA-BIELANY;2008;10;31;8,1;78,5;1,3;0
252200150;WARSZAWA-BIELANY;2008;11;1;11,3;77,8;1;7
252200150;WARSZAWA-BIELANY;2008;11;2;9,7;92;0,3;5
252200150;WARSZAWA-BIELANY;2008;11;3;7,5;96,5;3,3;8
252200150;WARSZAWA-BIELANY;2008;11;4;9;95,5;2;8
252200150;WARSZAWA-BIELANY;2008;11;5;10,4;98,3;1,7;8
252200150;WARSZAWA-BIELANY;2008;11;6;9,2;79,3;3,3;8
252200150;WARSZAWA-BIELANY;2008;11;7;5,6;83,5;4;8
252200150;WARSZAWA-BIELANY;2008;11;8;6,9;96,3;2;7
252200150;WARSZAWA-BIELANY;2008;11;9;9,7;83;1,3;3,7
252200150;WARSZAWA-BIELANY;2008;11;10;9,9;83,5;2;5,7
252200150;WARSZAWA-BIELANY;2008;11;11;8,7;80;2,7;3,3
252200150;WARSZAWA-BIELANY;2008;11;12;8,3;83;1;8
252200150;WARSZAWA-BIELANY;2008;11;13;8,2;88,3;1,7;5
252200150;WARSZAWA-BIELANY;2008;11;14;4,3;92,3;2;7,7
252200150;WARSZAWA-BIELANY;2008;11;15;7,7;93;2;8
252200150;WARSZAWA-BIELANY;2008;11;16;9,7;79,5;2;7
252200150;WARSZAWA-BIELANY;2008;11;17;5,3;82,3;3,3;6,7
252200150;WARSZAWA-BIELANY;2008;11;18;0,9;80,8;2,3;5
252200150;WARSZAWA-BIELANY;2008;11;19;3,1;88,3;3,3;8
252200150;WARSZAWA-BIELANY;2008;11;20;6,3;93,5;4,3;7,3
252200150;WARSZAWA-BIELANY;2008;11;21;3,2;77,8;3;6
252200150;WARSZAWA-BIELANY;2008;11;22;0,6;96,5;2;7
252200150;WARSZAWA-BIELANY;2008;11;23;0,1;92,5;3;7,3
252200150;WARSZAWA-BIELANY;2008;11;24;0,1;95,5;2,7;8
252200150;WARSZAWA-BIELANY;2008;11;25;-0,4;95;2;8
252200150;WARSZAWA-BIELANY;2008;11;26;0,7;88,3;2,7;8
252200150;WARSZAWA-BIELANY;2008;11;27;4;93,5;3;8
252200150;WARSZAWA-BIELANY;2008;11;28;3,6;84;2,7;5,7
252200150;WARSZAWA-BIELANY;2008;11;29;1,4;91;3;8
252200150;WARSZAWA-BIELANY;2008;11;30;5,6;87,8;3;7
252200150;WARSZAWA-BIELANY;2008;12;1;8,5;78,8;2,7;6
252200150;WARSZAWA-BIELANY;2008;12;2;7,4;60,3;3,3;4
252200150;WARSZAWA-BIELANY;2008;12;3;3,1;93,8;1,3;8
252200150;WARSZAWA-BIELANY;2008;12;4;3,7;83,8;1,7;6
252200150;WARSZAWA-BIELANY;2008;12;5;5;92,5;0,7;6,7
252200150;WARSZAWA-BIELANY;2008;12;6;5,7;96;1,7;8
252200150;WARSZAWA-BIELANY;2008;12;7;4,7;92,5;1;8
252200150;WARSZAWA-BIELANY;2008;12;8;2,2;91,3;2;7,3
252200150;WARSZAWA-BIELANY;2008;12;9;2,2;91,8;2;8
252200150;WARSZAWA-BIELANY;2008;12;10;0,9;81,8;1,3;6,7
252200150;WARSZAWA-BIELANY;2008;12;11;3,3;73,8;2;6,3
252200150;WARSZAWA-BIELANY;2008;12;12;2,6;83,3;2;5,7
252200150;WARSZAWA-BIELANY;2008;12;13;2,2;86,5;2;8
252200150;WARSZAWA-BIELANY;2008;12;14;0,2;86,8;3,3;7,3
252200150;WARSZAWA-BIELANY;2008;12;15;-0,5;93,5;4;8
252200150;WARSZAWA-BIELANY;2008;12;16;1,6;93,5;2,3;7,7
252200150;WARSZAWA-BIELANY;2008;12;17;3,1;84,5;2,7;7,3
252200150;WARSZAWA-BIELANY;2008;12;18;3,1;95,3;1,3;8
252200150;WARSZAWA-BIELANY;2008;12;19;1,6;99;1;8
252200150;WARSZAWA-BIELANY;2008;12;20;2,4;92,8;1,7;8
252200150;WARSZAWA-BIELANY;2008;12;21;4;88,8;2,7;7,7
252200150;WARSZAWA-BIELANY;2008;12;22;5,1;92;2,7;8
252200150;WARSZAWA-BIELANY;2008;12;23;2,6;79,8;3,7;6
252200150;WARSZAWA-BIELANY;2008;12;24;-1,3;93,5;2,3;4,3
252200150;WARSZAWA-BIELANY;2008;12;25;-1,1;92,8;1;8
252200150;WARSZAWA-BIELANY;2008;12;26;-1;90,5;2;7
252200150;WARSZAWA-BIELANY;2008;12;27;-1,6;89,8;2;7
252200150;WARSZAWA-BIELANY;2008;12;28;-1,8;87,3;1,7;7,3
252200150;WARSZAWA-BIELANY;2008;12;29;-1,8;91,5;1;4
252200150;WARSZAWA-BIELANY;2008;12;30;-3;86,8;1;1,7
252200150;WARSZAWA-BIELANY;2008;12;31;-2,6;88,8;1;1,7
252200150;WARSZAWA-BIELANY;2009;1;1;-3,9;79,5;2,3;8
252200150;WARSZAWA-BIELANY;2009;1;2;-3,4;81,3;0,7;8
252200150;WARSZAWA-BIELANY;2009;1;3;-6,3;80,8;2,3;8
252200150;WARSZAWA-BIELANY;2009;1;4;-4,1;87,5;1;7,7
252200150;WARSZAWA-BIELANY;2009;1;5;-10,6;65,5;1,7;4,3
252200150;WARSZAWA-BIELANY;2009;1;6;-14,2;64;0,7;0,7
252200150;WARSZAWA-BIELANY;2009;1;7;-11,5;68,8;3;7
252200150;WARSZAWA-BIELANY;2009;1;8;-6,9;79,3;2;5,7
252200150;WARSZAWA-BIELANY;2009;1;9;-3,9;86,3;4,7;7,7
252200150;WARSZAWA-BIELANY;2009;1;10;-0,5;97;1,7;8
252200150;WARSZAWA-BIELANY;2009;1;11;0,3;95,5;1,7;6
252200150;WARSZAWA-BIELANY;2009;1;12;-3,3;83,3;1,7;1
252200150;WARSZAWA-BIELANY;2009;1;13;-3,6;85,8;1,7;3,7
252200150;WARSZAWA-BIELANY;2009;1;14;-4,9;79,8;0,7;5,3
252200150;WARSZAWA-BIELANY;2009;1;15;-1,5;90;1,7;8
252200150;WARSZAWA-BIELANY;2009;1;16;-1,2;90;1,7;6,7
252200150;WARSZAWA-BIELANY;2009;1;17;-2,6;89,3;0,3;8
252200150;WARSZAWA-BIELANY;2009;1;18;-4,4;85,8;1;7,7
252200150;WARSZAWA-BIELANY;2009;1;19;-0,1;92;1,7;8
252200150;WARSZAWA-BIELANY;2009;1;20;1,4;91;1,7;7,7
252200150;WARSZAWA-BIELANY;2009;1;21;4;93,8;1;8
252200150;WARSZAWA-BIELANY;2009;1;22;2,8;95;1,3;8
252200150;WARSZAWA-BIELANY;2009;1;23;2,3;99,5;2,7;8
252200150;WARSZAWA-BIELANY;2009;1;24;4,4;95,5;2;8
252200150;WARSZAWA-BIELANY;2009;1;25;3;94;2;7,3
252200150;WARSZAWA-BIELANY;2009;1;26;1,8;97;0,7;7,7
252200150;WARSZAWA-BIELANY;2009;1;27;0,6;92;1;8
252200150;WARSZAWA-BIELANY;2009;1;28;0;95;1,3;8
252200150;WARSZAWA-BIELANY;2009;1;29;1;87;2;6,7
252200150;WARSZAWA-BIELANY;2009;1;30;0,9;99;1;8
252200150;WARSZAWA-BIELANY;2009;1;31;-0,2;96,5;2;8
252200150;WARSZAWA-BIELANY;2009;2;1;-1,2;95;2;8
252200150;WARSZAWA-BIELANY;2009;2;2;-0,9;93,5;3;7
252200150;WARSZAWA-BIELANY;2009;2;3;-2,4;87,8;4;7
252200150;WARSZAWA-BIELANY;2009;2;4;1,2;93,5;1,3;8
252200150;WARSZAWA-BIELANY;2009;2;5;2;93,8;0,7;8
252200150;WARSZAWA-BIELANY;2009;2;6;3,1;96,5;1,7;7,3
252200150;WARSZAWA-BIELANY;2009;2;7;7;79,8;3,3;4,7
252200150;WARSZAWA-BIELANY;2009;2;8;5,8;77;2;8
252200150;WARSZAWA-BIELANY;2009;2;9;0,8;86,3;2,3;6,7
252200150;WARSZAWA-BIELANY;2009;2;10;0,1;94,5;3;7,3
252200150;WARSZAWA-BIELANY;2009;2;11;2,5;90;2;8
252200150;WARSZAWA-BIELANY;2009;2;12;0,8;94,5;2;8
252200150;WARSZAWA-BIELANY;2009;2;13;0,5;94;1;8
252200150;WARSZAWA-BIELANY;2009;2;14;0,5;97;1,3;8
252200150;WARSZAWA-BIELANY;2009;2;15;-0,4;84,8;2,7;7,7
252200150;WARSZAWA-BIELANY;2009;2;16;-3,1;87,3;2;6,3
252200150;WARSZAWA-BIELANY;2009;2;17;-3,4;80,8;1,7;8
252200150;WARSZAWA-BIELANY;2009;2;18;-3,6;84,8;2;8
252200150;WARSZAWA-BIELANY;2009;2;19;-2,9;82,3;1,7;8
252200150;WARSZAWA-BIELANY;2009;2;20;-3,8;83,5;1,7;5
252200150;WARSZAWA-BIELANY;2009;2;21;-8,4;71,5;0,7;6
252200150;WARSZAWA-BIELANY;2009;2;22;-7;81;2,3;7,3
252200150;WARSZAWA-BIELANY;2009;2;23;0;96,3;1,7;8
252200150;WARSZAWA-BIELANY;2009;2;24;0,8;94,5;1;8
252200150;WARSZAWA-BIELANY;2009;2;25;1,4;91,8;2,3;8
252200150;WARSZAWA-BIELANY;2009;2;26;1,8;97,3;3,3;8
252200150;WARSZAWA-BIELANY;2009;2;27;2;91,8;2,7;8
252200150;WARSZAWA-BIELANY;2009;2;28;1,3;90,3;2;6,7
252200150;WARSZAWA-BIELANY;2009;3;1;0,2;93,3;1,3;5,7
252200150;WARSZAWA-BIELANY;2009;3;2;-0,2;90;2,7;0
252200150;WARSZAWA-BIELANY;2009;3;3;0,8;96;1,3;8
252200150;WARSZAWA-BIELANY;2009;3;4;3,8;94,3;1,7;8
252200150;WARSZAWA-BIELANY;2009;3;5;4,1;86,8;4,7;6,3
252200150;WARSZAWA-BIELANY;2009;3;6;3,4;80,5;3,7;8
252200150;WARSZAWA-BIELANY;2009;3;7;2,6;82,3;1,7;8
252200150;WARSZAWA-BIELANY;2009;3;8;1,9;87;2;8
252200150;WARSZAWA-BIELANY;2009;3;9;3,7;92,8;1,3;5,7
252200150;WARSZAWA-BIELANY;2009;3;10;2,7;89,5;3;7
252200150;WARSZAWA-BIELANY;2009;3;11;3,6;83,8;1,3;7
252200150;WARSZAWA-BIELANY;2009;3;12;1,1;85,3;1,7;8
252200150;WARSZAWA-BIELANY;2009;3;13;2,9;80;1,7;6,3
252200150;WARSZAWA-BIELANY;2009;3;14;3,9;84,8;0;5,3
252200150;WARSZAWA-BIELANY;2009;3;15;5,7;70,8;1;6
252200150;WARSZAWA-BIELANY;2009;3;16;3,9;94;1,3;8
252200150;WARSZAWA-BIELANY;2009;3;17;3,1;87,8;3;8
252200150;WARSZAWA-BIELANY;2009;3;18;3,4;65,3;5;8
252200150;WARSZAWA-BIELANY;2009;3;19;1,1;91,3;2,3;8
252200150;WARSZAWA-BIELANY;2009;3;20;1,3;86,3;1,7;8
252200150;WARSZAWA-BIELANY;2009;3;21;2,8;84,8;2;4,7
252200150;WARSZAWA-BIELANY;2009;3;22;2,7;83,8;2,3;8
252200150;WARSZAWA-BIELANY;2009;3;23;4,1;76;3,7;7,7
252200150;WARSZAWA-BIELANY;2009;3;24;2,4;84,8;3,3;7
252200150;WARSZAWA-BIELANY;2009;3;25;-0,6;89,5;2;7
252200150;WARSZAWA-BIELANY;2009;3;26;0,6;84,3;1;4
252200150;WARSZAWA-BIELANY;2009;3;27;4,8;81,5;3;7
252200150;WARSZAWA-BIELANY;2009;3;28;5,5;90;2;7
252200150;WARSZAWA-BIELANY;2009;3;29;8,3;78,5;2,3;7,7
252200150;WARSZAWA-BIELANY;2009;3;30;6,9;87;1,7;8
252200150;WARSZAWA-BIELANY;2009;3;31;6,4;72;2;3,7
252200150;WARSZAWA-BIELANY;2009;4;1;8,7;62;1,7;4,3
252200150;WARSZAWA-BIELANY;2009;4;2;7,4;90,8;1,7;3,3
252200150;WARSZAWA-BIELANY;2009;4;3;8,6;65,8;0,7;1
252200150;WARSZAWA-BIELANY;2009;4;4;11,6;62,3;0;0
252200150;WARSZAWA-BIELANY;2009;4;5;14,4;54,3;2,7;0,3
252200150;WARSZAWA-BIELANY;2009;4;6;10;77,3;1;0
252200150;WARSZAWA-BIELANY;2009;4;7;11,8;52,5;1,3;6,3
252200150;WARSZAWA-BIELANY;2009;4;8;15,7;56;2;3,7
252200150;WARSZAWA-BIELANY;2009;4;9;15,6;63;1,3;7
252200150;WARSZAWA-BIELANY;2009;4;10;8,9;78;2,3;5,3
252200150;WARSZAWA-BIELANY;2009;4;11;7,4;80,8;1,3;8
252200150;WARSZAWA-BIELANY;2009;4;12;9,8;79,3;1;8
252200150;WARSZAWA-BIELANY;2009;4;13;9,5;88,8;1;8
252200150;WARSZAWA-BIELANY;2009;4;14;11,5;65,5;1,3;4
252200150;WARSZAWA-BIELANY;2009;4;15;10,1;61;2,3;3
252200150;WARSZAWA-BIELANY;2009;4;16;9,2;57,5;2,3;3,3
252200150;WARSZAWA-BIELANY;2009;4;17;11,9;64;1,7;5
252200150;WARSZAWA-BIELANY;2009;4;18;12,9;89,5;1,3;7,3
252200150;WARSZAWA-BIELANY;2009;4;19;6,4;57;2;1
252200150;WARSZAWA-BIELANY;2009;4;20;7,7;52,5;1,3;2,7
252200150;WARSZAWA-BIELANY;2009;4;21;8,1;49,3;1,7;1
252200150;WARSZAWA-BIELANY;2009;4;22;9,9;39;1;1,3
252200150;WARSZAWA-BIELANY;2009;4;23;10,3;50,8;1;4,3
252200150;WARSZAWA-BIELANY;2009;4;24;11;57,3;2,3;3,3
252200150;WARSZAWA-BIELANY;2009;4;25;11,6;40;2,3;0
252200150;WARSZAWA-BIELANY;2009;4;26;14,6;49,5;2,7;0,7
252200150;WARSZAWA-BIELANY;2009;4;27;16,6;33;2,7;5,3
252200150;WARSZAWA-BIELANY;2009;4;28;17,1;37,5;2;0
252200150;WARSZAWA-BIELANY;2009;4;29;17,1;40,5;1,7;0
252200150;WARSZAWA-BIELANY;2009;4;30;18,1;47,5;1,3;5,7
252200150;WARSZAWA-BIELANY;2009;5;1;13,3;51,8;3;2,3
252200150;WARSZAWA-BIELANY;2009;5;2;13,4;47;1;1,7
252200150;WARSZAWA-BIELANY;2009;5;3;14,6;50;0,7;1,7
252200150;WARSZAWA-BIELANY;2009;5;4;15;44,5;1,7;3,3
252200150;WARSZAWA-BIELANY;2009;5;5;12,5;59,5;2,7;6,7
252200150;WARSZAWA-BIELANY;2009;5;6;10,1;91,3;2,3;8
252200150;WARSZAWA-BIELANY;2009;5;7;12;56,8;3,3;6,3
252200150;WARSZAWA-BIELANY;2009;5;8;16,3;67,8;1,3;6,7
252200150;WARSZAWA-BIELANY;2009;5;9;16,3;62,5;1,7;4
252200150;WARSZAWA-BIELANY;2009;5;10;15,7;62,3;2;6,3
252200150;WARSZAWA-BIELANY;2009;5;11;12,9;73,8;1,7;6,7
252200150;WARSZAWA-BIELANY;2009;5;12;11,8;79,5;2;4
252200150;WARSZAWA-BIELANY;2009;5;13;10;52;2;4,3
252200150;WARSZAWA-BIELANY;2009;5;14;9,9;60,3;1,7;2
252200150;WARSZAWA-BIELANY;2009;5;15;11,3;52,5;1;3,3
252200150;WARSZAWA-BIELANY;2009;5;16;12,2;64,8;1,7;7,7
252200150;WARSZAWA-BIELANY;2009;5;17;11,3;97,3;2;7
252200150;WARSZAWA-BIELANY;2009;5;18;16,2;66,5;2;4,3
252200150;WARSZAWA-BIELANY;2009;5;19;15,5;87,5;6;8
252200150;WARSZAWA-BIELANY;2009;5;20;17;65,8;1;4,7
252200150;WARSZAWA-BIELANY;2009;5;21;19;56,3;0,7;7
252200150;WARSZAWA-BIELANY;2009;5;22;18,5;70;1,7;7,7
252200150;WARSZAWA-BIELANY;2009;5;23;12;87,3;2,7;7,3
252200150;WARSZAWA-BIELANY;2009;5;24;13,7;75,3;1,7;7
252200150;WARSZAWA-BIELANY;2009;5;25;16,2;59,3;1,7;0,7
252200150;WARSZAWA-BIELANY;2009;5;26;19;50;1,3;3
252200150;WARSZAWA-BIELANY;2009;5;27;16,9;72,3;1,7;6,7
252200150;WARSZAWA-BIELANY;2009;5;28;13;61;1,3;7,3
252200150;WARSZAWA-BIELANY;2009;5;29;10,7;97;1,7;8
252200150;WARSZAWA-BIELANY;2009;5;30;13,7;85,8;1,7;8
252200150;WARSZAWA-BIELANY;2009;5;31;16,7;88,3;1,3;6,7
252200150;WARSZAWA-BIELANY;2009;6;1;13,9;88;0,7;6,7
252200150;WARSZAWA-BIELANY;2009;6;2;14,1;89;0,7;7
252200150;WARSZAWA-BIELANY;2009;6;3;13,4;82;3,3;6,3
252200150;WARSZAWA-BIELANY;2009;6;4;10,9;73,8;1,7;6,3
252200150;WARSZAWA-BIELANY;2009;6;5;10,4;73;2,3;6
252200150;WARSZAWA-BIELANY;2009;6;6;12,3;76,5;1;5,3
252200150;WARSZAWA-BIELANY;2009;6;7;15,4;82,8;2,7;7
252200150;WARSZAWA-BIELANY;2009;6;8;17,4;68,8;1,3;6,7
252200150;WARSZAWA-BIELANY;2009;6;9;19,3;69,5;1,7;5,3
252200150;WARSZAWA-BIELANY;2009;6;10;18,1;76,8;1,7;6,3
252200150;WARSZAWA-BIELANY;2009;6;11;18,5;75,8;1;4,3
252200150;WARSZAWA-BIELANY;2009;6;12;14,4;60;3,3;6,7
252200150;WARSZAWA-BIELANY;2009;6;13;11,3;90,3;2;7
252200150;WARSZAWA-BIELANY;2009;6;14;15,1;77,3;2;7,3
252200150;WARSZAWA-BIELANY;2009;6;15;19,6;54,3;2,7;5,7
